"1,52,8359,2786,2789,0,""2005-05-25 11:30:37"""
"2,52,8359,2812,2789,0,""2005-05-28 10:35:23"""
"3,51,8359,2812,2789,0,""2005-06-15 00:54:12"""
"4,52,8359,2812,2808,0,""2005-06-15 18:02:53"""
"5,51,8359,6067,2789,0,""2005-06-16 15:18:57"""
"6,53,8359,2801,2781,0,""2005-06-18 08:41:48"""
"7,52,8359,2801,2806,0,""2005-06-18 13:33:59"""
"8,52,8359,2789,2786,0,""2005-06-21 06:24:45"""
"9,52,8359,2789,2812,0,""2005-07-08 03:17:05"""
"10,51,8359,2789,2812,0,""2005-07-09 13:24:07"""
"11,51,8359,2789,6067,0,""2005-07-09 16:38:01"""
"12,53,8359,2789,2781,0,""2005-07-11 10:13:46"""
"13,50,8359,2789,2781,0,""2005-07-27 11:31:22"""
"14,52,8359,2789,2806,0,""2005-07-28 16:18:23"""
"15,50,8359,2789,2806,0,""2005-07-28 17:33:39"""
"16,53,8359,2781,2801,0,""2005-07-28 19:20:07"""
"17,53,8359,2781,2789,0,""2005-07-29 03:58:49"""
"18,50,8359,2781,2789,0,""2005-08-01 08:51:04"""
"19,50,8359,2781,2806,0,""2005-08-02 15:36:52"""
"20,52,8359,2808,2812,0,""2005-08-02 18:01:38"""
"21,52,8359,2806,2801,0,""2005-08-18 03:57:29"""
"22,52,8359,2806,2789,0,""2005-08-19 09:55:16"""
"23,50,8359,2806,2789,0,""2005-08-19 13:56:54"""
"24,50,8359,2806,2781,0,""2005-08-21 23:33:57"""
"25,13,1338,2709,2673,0,""2005-08-22 01:27:57"""
"26,13,1338,2709,2688,0,""2005-08-22 19:41:37"""
"27,15,1338,2709,2688,0,""2005-08-22 20:03:46"""
"28,13,1338,2715,2673,0,""2005-06-17 20:54:58"""
"29,13,1338,2673,2709,0,""2005-07-27 14:30:42"""
"30,13,1338,2673,2715,0,""2005-07-27 18:40:20"""
"31,13,1338,2673,6045,0,""2005-07-29 00:12:59"""
"32,15,1338,2673,6045,0,""2005-07-29 12:56:59"""
"33,15,1338,2673,2688,0,""2005-07-30 06:06:10"""
"34,13,1338,2673,2688,0,""2005-07-30 14:14:11"""
"35,13,1338,2670,2688,0,""2005-07-31 21:58:56"""
"36,13,1338,6045,2673,0,""2005-08-01 09:45:26"""
"37,15,1338,6045,2673,0,""2005-08-02 02:10:56"""
"38,13,1338,2688,2709,0,""2005-08-02 10:43:48"""
"39,15,1338,2688,2709,0,""2005-08-02 13:44:53"""
"40,13,1338,2688,2673,0,""2005-08-19 06:26:04"""
"41,13,1338,2688,2670,0,""2005-08-21 13:24:32"""
"42,186,2750,1506,1678,0,""2005-08-21 22:41:56"""
"43,186,2750,1264,1678,0,""2005-08-22 13:53:04"""
"44,186,2750,490,1678,0,""2005-08-23 17:39:35"""
"45,13,2750,1665,1054,0,""2005-05-27 17:17:09"""
"46,13,2750,1197,1678,0,""2005-05-29 22:43:55"""
"47,13,2750,1054,1678,0,""2005-06-16 01:34:05"""
"48,13,2750,4197,1678,0,""2005-06-17 05:15:15"""
"49,13,2750,1056,1665,0,""2005-06-19 08:34:53"""
"50,186,2750,1678,1506,0,""2005-07-07 10:23:25"""
"51,186,2750,1678,1264,0,""2005-07-08 12:47:11"""
"52,186,2750,1678,490,0,""2005-07-27 04:54:42"""
"53,13,2750,1678,1197,0,""2005-07-28 04:46:30"""
"54,13,2750,1678,1054,0,""2005-07-28 11:46:45"""
"55,13,2750,1678,4197,0,""2005-07-28 18:17:14"""
"56,15,897,4200,2397,0,""2005-07-29 11:07:04"""
"57,15,897,2399,2397,0,""2005-07-30 13:31:20"""
"58,15,897,2400,2397,0,""2005-07-31 03:27:58"""
"59,15,897,2425,2397,0,""2005-07-31 11:32:58"""
"60,19,897,8076,2397,0,""2005-08-01 14:19:48"""
"61,15,897,2402,2397,0,""2005-08-18 14:49:55"""
"62,15,897,2430,2397,0,""2005-08-19 22:18:07"""
"63,15,897,4203,2397,0,""2005-08-20 06:14:12"""
"64,15,897,2397,4200,0,""2005-08-21 20:50:48"""
"65,15,897,2397,2399,0,""2005-08-22 09:37:27"""
"66,15,897,2397,2400,0,""2005-08-23 07:10:14"""
"67,15,897,2397,2425,0,""2005-06-15 09:31:28"""
"68,19,897,2397,8076,0,""2005-06-16 08:08:40"""
"69,15,897,2397,2402,0,""2005-06-16 14:01:27"""
"70,15,897,2397,2430,0,""2005-06-16 15:51:52"""
"71,15,897,2397,4203,0,""2005-07-28 02:10:10"""
"72,15,897,2397,4204,0,""2005-07-28 04:37:59"""
"73,15,897,2397,2433,0,""2005-07-29 18:44:57"""
"74,15,897,2397,6026,0,""2005-08-02 07:09:34"""
"75,15,897,2397,2404,0,""2005-08-02 08:20:31"""
"76,15,897,4204,2397,0,""2005-08-17 00:28:01"""
"77,15,897,2433,2397,0,""2005-08-18 05:14:44"""
"78,15,897,6026,2397,0,""2005-08-20 09:32:04"""
"79,15,897,2404,2397,0,""2005-08-20 12:55:40"""
"80,13,595,248,1084,0,""2005-08-21 04:53:37"""
"81,13,595,248,273,0,""2005-08-22 13:58:23"""
"82,13,595,248,1063,0,""2005-05-31 11:15:43"""
"83,13,595,1218,1050,0,""2005-05-31 19:46:38"""
"84,13,595,1050,1218,0,""2005-06-15 22:03:14"""
"85,13,595,1050,1084,0,""2005-06-16 08:01:02"""
"86,13,595,1050,1059,0,""2005-06-17 15:56:53"""
"87,13,595,4162,5665,0,""2005-06-19 04:20:13"""
"88,13,595,1084,248,0,""2005-06-20 18:38:22"""
"89,13,595,1084,1050,0,""2005-07-06 09:11:58"""
"90,13,595,1084,897,0,""2005-07-08 20:04:43"""
"91,13,595,1084,1059,0,""2005-07-09 01:57:57"""
